CACode,VaCode,Estimate,ASE,Flag
C05G,V06E,43,3.5,
C05G,V06M,7.9,0.1,
C05G,V07A,65.7,3.9,
C05G,V07B,9.3,2.3,
C05G,V07C,13.6,2.7,
C05G,V07D,8.4,2.5,
C05G,V07E,2.9,1.4,*
C05G,V07M,2.3,0.2,
C05G,V08A,18.5,3,
C05G,V09A,55.5,3.8,
C05G,V09B,23.4,3.2,
C05G,V09C,17,3.4,
C05G,V09D,4.1,1.5,*
C05G,V10A,9.9,2.8,
C05G,V10B,29.1,3.8,
C05G,V10C,49.3,4.4,
C05G,V10D,11.8,2.9,
C05G,V10M,6.6,0.2,
C05G,V11A,12.2,2.4,
C05G,V11B,24.3,3.8,
C05G,V11C,45.4,4.4,
C05G,V11D,18.1,3.9,
C05G,V11M,6.9,0.2,
C05G,V12A,20.3,3.1,
C05G,V12B,32.4,4.3,
C05G,V12C,36,4,
C05G,V12D,11.3,2.7,
C05G,V12M,6,0.2,
C05G,V13A,4.6,1.5,*
C05G,V13B,14,3.1,
C05G,V13C,38,4.1,
C05G,V13D,43.3,4.3,
C05G,V13M,7.9,0.2,
C05G,V14A,44,4,
C05G,V14B,34.9,3.9,
C05G,V14C,18.4,2.9,
C05G,V14D,2.6,1.2,*
C05G,V14M,4.5,0.2,
C05G,V15A,71,4.8,
C05G,V15B,25.4,4.5,
C05G,V15C,3.6,1.9,**
C05G,V16A,75.1,4.3,
C05G,V16B,18.3,3.1,
C05G,V16C,6.5,2.8,*
C05G,V17A,2,1,**
C05G,V17B,10.7,2.9,
C05G,V17C,25.3,3.8,
C05G,V17D,36.9,5.2,
C05G,V17E,25,3.8,
C05G,V18A,94.9,2.1,
C05G,V18B,5.1,2.1,*
C05H,V00T,10.9,,B
C05H,V01A,16.9,2.4,
C05H,V01B,20.9,2.2,
C05H,V01C,34.8,2.9,
C05H,V01D,15.9,2.2,
C05H,V01E,11.6,2,
C05H,V01M,7.7,0.1,
C05H,V02A,11.8,2,
C05H,V02B,18.9,2.2,
C05H,V02C,30.9,2.8,
C05H,V02D,20.4,2.4,
C05H,V02E,18,2.3,
C05H,V02M,8,0.1,
C05H,V03A,17.6,2.4,
C05H,V03B,24.3,2.8,
C05H,V03C,34.4,2.8,
C05H,V03D,12.7,2.1,
C05H,V03E,11,1.9,
C05H,V03M,7.6,0.1,
C05H,V04A,4.5,1.2,
C05H,V04B,21.3,2.6,
C05H,V04C,46.1,3.4,
C05H,V04D,28.1,3.4,
C05H,V05A,18.5,2.4,
C05H,V05B,38,3,
C05H,V05C,28.8,2.6,
C05H,V05D,14.7,2.3,
C05H,V06A,1.5,0.8,**
C05H,V06B,4.5,1.4,*
C05H,V06C,15.4,1.9,
C05H,V06D,41.2,3.1,
C05H,V06E,37.4,2.9,
C05H,V06M,7.7,0.1,
C05H,V07A,58.1,3.2,
C05H,V07B,14.9,2.2,
C05H,V07C,13.8,2.1,
C05H,V07D,10.1,1.9,
C05H,V07E,3,1.1,*
C05H,V07M,2.6,0.2,
C05H,V08A,21.6,2.7,
C05H,V09A,53.2,3.2,
C05H,V09B,26.2,2.8,
C05H,V09C,16.8,2.6,
C05H,V09D,3.8,1,
C05H,V10A,6.2,1.3,
C05H,V10B,21.3,2.8,
C05H,V10C,57.9,3.5,
C05H,V10D,14.6,2.7,
C05H,V10M,7,0.1,
C05H,V11A,8.3,2.1,
C05H,V11B,19.3,2.8,
C05H,V11C,44.6,3.2,
C05H,V11D,27.9,3.3,
C05H,V11M,7.3,0.2,
C05H,V12A,14.3,2.1,
C05H,V12B,31.3,2.5,
C05H,V12C,40.6,2.6,
C05H,V12D,13.8,2.2,
C05H,V12M,6.4,0.1,
C05H,V13A,7.1,1.7,
C05H,V13B,12.7,2,
C05H,V13C,39.4,2.9,
C05H,V13D,40.9,3.6,
C05H,V13M,7.8,0.1,
C05H,V14A,37.2,3.4,
C05H,V14B,37,2.8,
C05H,V14C,22.3,2.4,
C05H,V14D,3.5,1.1,*
C05H,V14M,4.9,0.2,
C05H,V15A,68.3,2.8,
C05H,V15B,26.7,2.6,
C05H,V15C,5.1,1.3,
C05H,V16A,73.1,3,
C05H,V16B,19.9,2.6,
C05H,V16C,7,1.7,
C05H,V17A,2.3,0.8,*
C05H,V17B,10.7,2,
C05H,V17C,23.2,2.7,
C05H,V17D,37.6,3.1,
C05H,V17E,26.2,3,
C05H,V18A,95.8,1.2,
C05H,V18B,4.2,1.2,
C05I,V00T,3.9,,B
C05I,V01A,11.4,2.8,
C05I,V01B,18.5,4.8,
C05I,V01C,33.4,4.1,
C05I,V01D,17,3.5,
C05I,V01E,19.7,4.5,
C05I,V01M,8,0.2,
C05I,V02A,12.1,3.5,
C05I,V02B,11.1,2.6,
C05I,V02C,31.7,4.6,
C05I,V02D,18.1,3.1,
C05I,V02E,26.9,5.1,
C05I,V02M,8.3,0.2,
C05I,V03A,15.9,4.3,
C05I,V03B,20.3,4.1,
C05I,V03C,36.2,5.3,
C05I,V03D,14.9,3.4,
C05I,V03E,12.7,4.4,*
C05I,V03M,7.8,0.2,
C05I,V04A,4,1.9,*
C05I,V04B,19.1,4.4,
C05I,V04C,49.2,4.9,
C05I,V04D,27.6,4.8,
C05I,V05A,16.8,3.3,
C05I,V05B,44.6,4.8,
C05I,V05C,24.5,4.5,
C05I,V05D,14.2,4.3,
C05I,V06A,1.7,1.1,**
C05I,V06B,3.2,1.8,**
C05I,V06C,12.4,4.2,*
C05I,V06D,40.2,5.5,
C05I,V06E,42.6,5.7,
C05I,V06M,8,0.2,
C05I,V07A,64.3,5.3,
C05I,V07B,11.1,2.9,
C05I,V07C,11.9,3.4,
C05I,V07D,10.6,3.7,*
C05I,V07E,2.2,1.4,**
C05I,V07M,2.4,0.3,
C05I,V08A,15.3,3.4,
C05I,V09A,54.8,4.4,
C05I,V09B,26.5,4.6,
C05I,V09C,16,4.2,
C05I,V09D,2.6,1.3,*
C05I,V10A,8,2.2,
C05I,V10B,24.6,5.7,
C05I,V10C,53.5,5.5,
C05I,V10D,13.9,4.3,*
C05I,V10M,6.9,0.2,
C05I,V11A,9.6,2.6,
C05I,V11B,24.1,3.7,
C05I,V11C,46.3,4.5,
C05I,V11D,20,3.9,
C05I,V11M,7,0.2,
C05I,V12A,18.3,4.1,
C05I,V12B,34,4.1,
C05I,V12C,34.8,3.9,
C05I,V12D,12.9,4,*
C05I,V12M,6.2,0.3,
C05I,V13A,4,1.7,*
C05I,V13B,11.6,3.3,
C05I,V13C,40.8,6,
C05I,V13D,43.6,5.2,
C05I,V13M,8,0.2,
C05I,V14A,46.6,6.5,
C05I,V14B,29.8,4,
C05I,V14C,19.5,4.6,
C05I,V14D,4.1,2.2,**
C05I,V14M,4.6,0.3,
C05I,V15A,80.8,4.3,
C05I,V15B,17.9,4.3,
C05I,V15C,1.3,0.8,**
C05I,V16A,82.8,4.2,
C05I,V16B,14.3,3.7,
C05I,V16C,3,1.4,*
C05I,V17A,0.8,0.6,**
C05I,V17B,8.9,2.7,*
C05I,V17C,20.9,4.8,
C05I,V17D,38.4,5,
C05I,V17E,31,5,
C05I,V18A,95.6,2,
C05I,V18B,4.4,2,*
C05J,V00T,12.9,,B
C05J,V01A,15.5,1.9,
C05J,V01B,17.8,2.7,
C05J,V01C,33.7,3.2,
C05J,V01D,17.1,2.2,
C05J,V01E,15.9,1.9,
C05J,V01M,7.8,0.1,
C05J,V02A,10.6,1.7,
C05J,V02B,16.6,2,
C05J,V02C,30,2.7,
C05J,V02D,20.5,2.6,
C05J,V02E,22.3,2.4,
C05J,V02M,8.2,0.1,
C05J,V03A,14,2.5,
C05J,V03B,21.6,3,
C05J,V03C,32.8,2.6,
C05J,V03D,17.3,2.4,
C05J,V03E,14.3,1.9,
C05J,V03M,7.9,0.1,
C05J,V04A,6.4,1.5,
C05J,V04B,20.5,2.2,
C05J,V04C,49.5,3,
C05J,V04D,23.7,3,
C05J,V05A,19.8,2.5,
C05J,V05B,41.4,3.1,
C05J,V05C,26.6,2.5,
C05J,V05D,12.1,1.9,
C05J,V06A,1.5,0.6,*
C05J,V06B,3.4,1,*
C05J,V06C,12.2,1.7,
C05J,V06D,42.2,3.1,
C05J,V06E,40.8,2.6,
C05J,V06M,7.9,0.1,
C05J,V07A,59.9,2.7,
C05J,V07B,12.6,2.3,
C05J,V07C,14.1,2,
C05J,V07D,10.8,1.8,
C05J,V07E,2.6,0.9,*
C05J,V07M,2.5,0.2,
C05J,V08A,16.5,2.3,
C05J,V09A,56.1,3.5,
C05J,V09B,25.1,3,
C05J,V09C,15.6,2.2,
C05J,V09D,3.1,0.9,
C05J,V10A,8.8,1.6,
C05J,V10B,24.4,2.4,
C05J,V10C,53.7,3.2,
C05J,V10D,13.1,1.7,
C05J,V10M,6.8,0.1,
C05J,V11A,8.8,1.7,
C05J,V11B,19.7,2.2,
C05J,V11C,46.4,3.2,
C05J,V11D,25.1,2.8,
C05J,V11M,7.2,0.1,
C05J,V12A,15.6,2.3,
C05J,V12B,33.8,2.4,
C05J,V12C,37.8,2.7,
C05J,V12D,12.8,2.1,
C05J,V12M,6.3,0.1,
C05J,V13A,4.4,1,
C05J,V13B,9.5,1.5,
C05J,V13C,39.3,3.1,
C05J,V13D,46.7,3.1,
C05J,V13M,8.1,0.1,
C05J,V14A,38.5,3.2,
C05J,V14B,37.2,3.5,
C05J,V14C,19.7,2.1,
C05J,V14D,4.6,1.4,*
C05J,V14M,4.8,0.1,
C05J,V15A,77.4,3.5,
C05J,V15B,18.7,3.4,
C05J,V15C,3.8,1.2,*
C05J,V16A,81.8,2.6,
C05J,V16B,13.5,2.2,
C05J,V16C,4.7,1.2,
C05J,V17A,1.6,0.7,*
C05J,V17B,8.6,1.6,
C05J,V17C,23.4,2.6,
C05J,V17D,36.4,2.6,
C05J,V17E,30,2.9,
C05J,V18A,96,1.1,
C05J,V18B,4,1.1,
C05K,V00T,5.1,,B
C05K,V01A,15,3.8,
C05K,V01B,20.5,4.3,
C05K,V01C,32.9,5.1,
C05K,V01D,15.4,3.2,
C05K,V01E,16.2,3,
C05K,V01M,7.8,0.2,
C05K,V02A,11.2,3.1,
C05K,V02B,14.5,2.8,
C05K,V02C,28.8,3.9,
C05K,V02D,22,5,
C05K,V02E,23.4,3.7,
C05K,V02M,8.2,0.1,
C05K,V03A,15.8,3.6,
C05K,V03B,19.2,3.3,
C05K,V03C,34.6,4,
C05K,V03D,14.8,3.6,
C05K,V03E,15.6,3.4,
C05K,V03M,7.8,0.2,
C05K,V04A,5.8,2.3,*
C05K,V04B,24,4.3,
C05K,V04C,47.8,5.3,
C05K,V04D,22.3,4.2,
C05K,V05A,15,3.3,
C05K,V05B,40.6,5.6,
C05K,V05C,28.9,4.6,
C05K,V05D,15.4,2.9,
C05K,V06A,2,1.3,**
C05K,V06B,3.7,1.7,*
C05K,V06C,12.5,2.8,
C05K,V06D,39.9,4.3,
C05K,V06E,41.9,5.2,
C05K,V06M,7.9,0.2,
C05K,V07A,60.9,5.9,
C05K,V07B,12.1,2.8,
C05K,V07C,13.9,3.8,
C05K,V07D,11.3,2.7,
C05K,V07E,1.8,0.9,**
C05K,V07M,2.5,0.3,
C05K,V08A,17.2,3.2,
C05K,V09A,54.1,5,
C05K,V09B,26.3,3.9,
C05K,V09C,17.3,3.5,
C05K,V09D,2.4,1.2,**
C05K,V10A,5.8,1.7,
C05K,V10B,24.1,4.9,
C05K,V10C,52.5,4.5,
C05K,V10D,17.6,3.9,
C05K,V10M,7,0.2,
C05K,V11A,12.5,2.9,
C05K,V11B,22,3.4,
C05K,V11C,44.4,4.4,
C05K,V11D,21,4.4,
C05K,V11M,6.9,0.2,
C05K,V12A,14.5,3,
C05K,V12B,30,4,
C05K,V12C,40.6,4.8,
C05K,V12D,14.9,4,
C05K,V12M,6.4,0.2,
C05K,V13A,4.1,1.5,*
C05K,V13B,12.4,3,
C05K,V13C,36.1,4.5,
C05K,V13D,47.4,4.8,
C05K,V13M,8,0.2,
C05K,V14A,37.4,4.8,
C05K,V14B,35.7,5.3,
C05K,V14C,23.8,4.4,
C05K,V14D,3.2,1.6,**
C05K,V14M,4.9,0.2,
C05K,V15A,73,5.8,
C05K,V15B,23.1,4.9,
C05K,V15C,3.9,2,**
C05K,V16A,74.4,5.5,
C05K,V16B,17.8,4,
C05K,V16C,7.8,3.7,*
C05K,V17A,3.4,2,**
C05K,V17B,11.6,3.2,
C05K,V17C,24.7,4.3,
C05K,V17D,32.6,4.3,
C05K,V17E,27.7,4.8,
C05K,V18A,96.7,1.8,
C05K,V18B,3.3,1.8,**
C05L,V00T,2,,B
C05L,V01A,15.6,4.8,*
C05L,V01B,12.5,4.2,*
C05L,V01C,38,5.3,
C05L,V01D,16.7,5.6,*
C05L,V01E,17.2,4.5,
C05L,V01M,8,0.2,
C05L,V02A,10.7,5,*
C05L,V02B,13.1,5.4,*
C05L,V02C,37.1,5.4,
C05L,V02D,17.8,5.9,*
C05L,V02E,21.3,5.7,
C05L,V02M,8.1,0.3,
C05L,V03A,17,5.4,*
C05L,V03B,16.4,4.3,
C05L,V03C,37.5,9,
C05L,V03D,18.1,5.8,*
C05L,V03E,11,4.6,*
C05L,V03M,7.7,0.2,
C05L,V04A,4.7,2.7,**
C05L,V04B,28.5,6.1,
C05L,V04C,51.1,8.1,
C05L,V04D,15.6,5.2,*
C05L,V05A,17.8,7,*
C05L,V05B,36.9,9.6,
C05L,V05C,30.8,7.1,
C05L,V05D,14.6,5.4,*
C05L,V06A,1.8,1.5,**
C05L,V06B,3.8,2.5,**
C05L,V06C,11.6,6.6,**
C05L,V06D,41.2,8.4,
C05L,V06E,41.7,7.7,
C05L,V06M,7.9,0.3,
C05L,V07A,66.2,6,
C05L,V07B,8.8,3,*
C05L,V07C,9.6,4.5,*
C05L,V07D,11.5,5.6,*
C05L,V07E,3.9,2.9,**
C05L,V07M,2.3,0.5,
C05L,V08A,12.3,4.2,*
C05L,V09A,59.4,7.1,
C05L,V09B,22.7,5.6,
C05L,V09C,15.8,5.9,*
C05L,V09D,2.2,1.7,**
C05L,V10A,9.1,3.6,*
C05L,V10B,28.8,6.3,
C05L,V10C,53.6,7.8,
C05L,V10D,8.5,3.4,*
C05L,V10M,6.6,0.2,
C05L,V11A,21.4,7.3,*
C05L,V11B,26.1,7.6,
C05L,V11C,37.6,8.7,
C05L,V11D,14.8,6.4,*
C05L,V11M,6.2,0.5,
C05L,V12A,25.2,5.1,
C05L,V12B,34,8.1,
C05L,V12C,28.2,7.4,
C05L,V12D,12.5,5.4,*
C05L,V12M,5.8,0.3,
C05L,V13A,4.3,2.6,**
C05L,V13B,16,5.2,*
C05L,V13C,36.4,7.4,
C05L,V13D,43.4,7.8,
C05L,V13M,7.9,0.3,
C05L,V14A,47.7,6.1,
C05L,V14B,35.6,7.9,
C05L,V14C,13.9,5.8,*
C05L,V14D,2.9,2.2,**
C05L,V14M,4.2,0.4,
C05L,V15A,78.4,5.3,
C05L,V15B,18.1,5.1,
C05L,V15C,3.5,2.3,**
C05L,V16A,85.1,4.5,
C05L,V16B,10.3,4,*
C05L,V16C,4.6,2.6,**
C05L,V17A,3.7,2.2,**
C05L,V17B,12.3,4.3,*
C05L,V17C,19.4,5.4,
C05L,V17D,35.3,5.4,
C05L,V17E,29.4,7.2,
C05L,V18A,96.7,1.9,
C05L,V18B,3.3,1.9,**
C05M,V00T,88.3,1.4,
C05M,V01A,16.2,0.7,
C05M,V01B,18.1,0.9,
C05M,V01C,33.5,1.1,
C05M,V01D,16,0.8,
C05M,V01E,16.2,0.8,
C05M,V01M,7.8,0,
C05M,V02A,11.9,0.8,
C05M,V02B,16.5,0.9,
C05M,V02C,31.2,1,
C05M,V02D,18,0.9,
C05M,V02E,22.5,1,
C05M,V02M,8.1,0,
C05M,V03A,16.3,0.9,
C05M,V03B,21.3,0.9,
C05M,V03C,32.6,1,
C05M,V03D,15.3,1,
C05M,V03E,14.5,0.9,
C05M,V03M,7.8,0,
C05M,V04A,7.5,0.6,
C05M,V04B,24.6,1,
C05M,V04C,46.1,1.1,
C05M,V04D,21.7,1,
C05M,V05A,18.2,1,
C05M,V05B,38.8,1.1,
C05M,V05C,29.6,1.1,
C05M,V05D,13.5,0.8,
C05M,V06A,2,0.4,
C05M,V06B,3.6,0.5,
C05M,V06C,13.4,0.7,
C05M,V06D,40.9,1,
C05M,V06E,40.1,1.2,
C05M,V06M,7.8,0,
C05M,V07A,59.6,1.1,
C05M,V07B,12.4,0.7,
C05M,V07C,14.6,0.9,
C05M,V07D,10.3,0.8,
C05M,V07E,3,0.4,
C05M,V07M,2.6,0.1,
C05M,V08A,18.7,0.8,
C05M,V09A,55.9,1.2,
C05M,V09B,24,1,
C05M,V09C,16.5,0.9,
C05M,V09D,3.5,0.4,
C05M,V10A,7.2,0.6,
C05M,V10B,26.2,0.9,
C05M,V10C,53.3,1.2,
C05M,V10D,13.2,0.9,
C05M,V10M,6.9,0,
C05M,V11A,7.8,0.6,
C05M,V11B,19.5,0.9,
C05M,V11C,45.7,1.1,
C05M,V11D,27,1,
C05M,V11M,7.3,0,
C05M,V12A,16.1,0.9,
C05M,V12B,31.6,1.1,
C05M,V12C,38.2,1.1,
C05M,V12D,14.2,0.9,
C05M,V12M,6.3,0.1,
C05M,V13A,4.9,0.5,
C05M,V13B,11.8,0.7,
C05M,V13C,40,1.3,
C05M,V13D,43.2,1.4,
C05M,V13M,7.9,0,
C05M,V14A,38.6,1.4,
C05M,V14B,36.2,1.1,
C05M,V14C,21,0.9,
C05M,V14D,4.2,0.5,
C05M,V14M,4.9,0.1,
C05M,V15A,72.5,1.2,
C05M,V15B,23.1,1.1,
C05M,V15C,4.4,0.5,
C05M,V16A,76.9,1,
C05M,V16B,17.2,0.9,
C05M,V16C,5.9,0.6,
C05M,V17A,2.1,0.3,
C05M,V17B,11.1,0.8,
C05M,V17C,25,1,
C05M,V17D,35.6,1,
C05M,V17E,26.3,1,
C05M,V18A,94.8,0.5,
C05M,V18B,5.2,0.5,
C05N,V00T,11.7,1.4,
C05N,V01A,13.8,2.3,
C05N,V01B,14,2.3,
C05N,V01C,33.7,3.2,
C05N,V01D,18.3,2.4,
C05N,V01E,20.2,2.9,
C05N,V01M,8,0.1,
C05N,V02A,9.3,1.9,
C05N,V02B,11.6,2,
C05N,V02C,31.6,2.8,
C05N,V02D,21.5,2.5,
C05N,V02E,25.9,2.5,
C05N,V02M,8.3,0.1,
C05N,V03A,16.6,2.5,
C05N,V03B,18.7,2.5,
C05N,V03C,33.7,3.1,
C05N,V03D,17.5,2.6,
C05N,V03E,13.4,2.6,
C05N,V03M,7.8,0.1,
C05N,V04A,4.7,1.3,
C05N,V04B,21.3,3.2,
C05N,V04C,48.1,3.4,
C05N,V04D,25.9,3.4,
C05N,V05A,19.8,3.3,
C05N,V05B,41.1,3.3,
C05N,V05C,25.1,3.3,
C05N,V05D,14,2.4,
C05N,V06A,1.6,0.7,*
C05N,V06B,2.9,1,*
C05N,V06C,12,2.1,
C05N,V06D,37.9,3.7,
C05N,V06E,45.7,3.1,
C05N,V06M,8,0.1,
C05N,V07A,65.3,3.2,
C05N,V07B,12.1,2.1,
C05N,V07C,10.7,2,
C05N,V07D,9.3,2,
C05N,V07E,2.6,1,*
C05N,V07M,2.2,0.2,
C05N,V08A,17.1,2.7,
C05N,V09A,60.9,3.3,
C05N,V09B,23.1,3.2,
C05N,V09C,13.3,2.2,
C05N,V09D,2.8,0.9,*
C05N,V10A,8,1.9,
C05N,V10B,28.7,3.1,
C05N,V10C,51.9,3.4,
C05N,V10D,11.3,2.4,
C05N,V10M,6.7,0.1,
C05N,V11A,14.8,2.4,
C05N,V11B,24.2,3,
C05N,V11C,42.8,3.7,
C05N,V11D,18.2,3.1,
C05N,V11M,6.7,0.2,
C05N,V12A,26,3,
C05N,V12B,36.4,3.2,
C05N,V12C,28.4,3.2,
C05N,V12D,9.2,2.1,
C05N,V12M,5.6,0.2,
C05N,V13A,6.4,1.4,
C05N,V13B,12.9,2.5,
C05N,V13C,40.1,3.3,
C05N,V13D,40.6,3.6,
C05N,V13M,7.8,0.1,
C05N,V14A,48,3.2,
C05N,V14B,34.8,4,
C05N,V14C,14.4,2.5,
C05N,V14D,2.8,1.2,*
C05N,V14M,4.2,0.1,
C05N,V15A,77.3,3,
C05N,V15B,18.9,2.7,
C05N,V15C,3.9,1.3,*
C05N,V16A,83.8,2.8,
C05N,V16B,10.9,2.1,
C05N,V16C,5.3,1.5,
C05N,V17A,1.8,0.7,*
C05N,V17B,9.6,2,
C05N,V17C,18.9,2.8,
C05N,V17D,36.5,4,
C05N,V17E,33.2,3.7,
C05N,V18A,95.2,1.8,
C05N,V18B,4.8,1.8,*
C07A,V00T,68.5,1,
C07A,V01A,15.6,0.9,
C07A,V01B,17.5,1,
C07A,V01C,33.3,1.1,
C07A,V01D,16.7,1,
C07A,V01E,17,1.1,
C07A,V01M,7.9,0,
C07A,V02A,11,0.9,
C07A,V02B,15.9,0.9,
C07A,V02C,30.3,1.2,
C07A,V02D,19.1,1,
C07A,V02E,23.7,1.3,
C07A,V02M,8.2,0,
C07A,V03A,16.9,1,
C07A,V03B,21.8,1,
C07A,V03C,33.1,1.2,
C07A,V03D,15.3,1,
C07A,V03E,12.9,0.9,
C07A,V03M,7.7,0,
C07A,V04A,6.4,0.6,
C07A,V04B,21.8,1.1,
C07A,V04C,47.5,1.4,
C07A,V04D,24.3,1.2,
C07A,V05A,17.9,1.3,
C07A,V05B,39.1,1.3,
C07A,V05C,28.1,1.3,
C07A,V05D,14.9,1,
C07A,V06A,2,0.4,
C07A,V06B,3.7,0.4,
C07A,V06C,12.8,0.8,
C07A,V06D,40.6,1.3,
C07A,V06E,40.9,1.4,
C07A,V06M,7.9,0.1,
C07A,V07A,62,1.2,
C07A,V07B,11.8,0.9,
C07A,V07C,13.3,1,
C07A,V07D,10.1,0.8,
C07A,V07E,2.8,0.4,
C07A,V07M,2.4,0.1,
C07A,V08A,18,0.9,
C07A,V09A,57.9,1.2,
C07A,V09B,24.2,1.1,
C07A,V09C,14.9,0.9,
C07A,V09D,3.1,0.4,
C07A,V10A,8.5,0.6,
C07A,V10B,28.7,1.1,
C07A,V10C,52.8,1.3,
C07A,V10D,10,0.9,
C07A,V10M,6.7,0,
C07A,V11A,10.4,0.7,
C07A,V11B,22,1.1,
C07A,V11C,45.9,1.4,
C07A,V11D,21.7,1.1,
C07A,V11M,7,0.1,
C07A,V12A,20.1,1.1,
C07A,V12B,34.3,1.2,
C07A,V12C,35.8,1.2,
C07A,V12D,9.7,0.8,
C07A,V12M,5.9,0.1,
C07A,V13A,5.9,0.6,
C07A,V13B,12.2,0.8,
C07A,V13C,40.2,1.5,
C07A,V13D,41.7,1.5,
C07A,V13M,7.8,0,
C07A,V14A,45.2,1.4,
C07A,V14B,35.9,1.3,
C07A,V14C,16.9,0.9,
C07A,V14D,1.9,0.4,
C07A,V14M,4.4,0.1,
C07A,V15A,73.3,1.1,
C07A,V15B,22.4,1.1,
C07A,V15C,4.3,0.5,
C07A,V16A,79.3,1.1,
C07A,V16B,15.1,0.9,
C07A,V16C,5.5,0.6,
C07A,V17A,2.1,0.3,
C07A,V17B,10.5,0.9,
C07A,V17C,22.7,1.2,
C07A,V17D,35.7,1.3,
C07A,V17E,29,1.2,
C07A,V18A,94.6,0.6,
C07A,V18B,5.4,0.6,
C07B,V00T,26.1,1,
C07B,V01A,17.3,1.6,
C07B,V01B,18.3,1.8,
C07B,V01C,33.6,2.2,
C07B,V01D,15.3,1.6,
C07B,V01E,15.6,1.7,
C07B,V01M,7.7,0.1,
C07B,V02A,13.2,1.5,
C07B,V02B,15.8,1.7,
C07B,V02C,33,2,
C07B,V02D,17,1.6,
C07B,V02E,21,1.9,
C07B,V02M,8,0.1,
C07B,V03A,15.2,1.6,
C07B,V03B,19.7,1.5,
C07B,V03C,33.1,2,
C07B,V03D,15.9,1.6,
C07B,V03E,16,1.7,
C07B,V03M,7.9,0.1,
C07B,V04A,9.4,1.3,
C07B,V04B,29.2,2,
C07B,V04C,42.8,2,
C07B,V04D,18.6,1.8,
C07B,V05A,17.4,1.7,
C07B,V05B,38.5,2.1,
C07B,V05C,32.3,2.1,
C07B,V05D,11.8,1.3,
C07B,V06A,2.3,0.8,*
C07B,V06B,3.6,0.9,
C07B,V06C,14.9,1.6,
C07B,V06D,40.2,2.2,
C07B,V06E,39,2.2,
C07B,V06M,7.8,0.1,
C07B,V07A,56,2.4,
C07B,V07B,14.1,1.5,
C07B,V07C,15.8,1.9,
C07B,V07D,10.4,1.2,
C07B,V07E,3.8,0.8,
C07B,V07M,2.8,0.1,
C07B,V08A,19.4,1.7,
C07B,V09A,54.5,2.1,
C07B,V09B,23.3,1.9,
C07B,V09C,17.7,1.6,
C07B,V09D,4.6,0.8,
C07B,V10A,4.9,1.1,
C07B,V10B,23,1.8,
C07B,V10C,54.5,2.4,
C07B,V10D,17.5,1.8,
C07B,V10M,7.2,0.1,
C07B,V11A,5.2,0.8,
C07B,V11B,17,1.5,
C07B,V11C,45.1,2.1,
C07B,V11D,32.7,2.2,
C07B,V11M,7.6,0.1,
C07B,V12A,12.5,1.3,
C07B,V12B,29.7,2.1,
C07B,V12C,39.4,1.8,
C07B,V12D,18.5,1.7,
C07B,V12M,6.7,0.1,
C07B,V13A,3.5,0.8,
C07B,V13B,11.7,1.3,
C07B,V13C,41.1,2,
C07B,V13D,43.6,2.2,
C07B,V13M,8,0.1,
C07B,V14A,30,2.4,
C07B,V14B,37.6,2.3,
C07B,V14C,25.5,1.7,
C07B,V14D,6.9,1,
C07B,V14M,5.4,0.1,
C07B,V15A,73.4,2.5,
C07B,V15B,22.4,2.1,
C07B,V15C,4.2,0.9,
C07B,V16A,76.4,2,
C07B,V16B,17.9,1.7,
C07B,V16C,5.7,1.1,
C07B,V17A,2,0.5,
C07B,V17B,12.4,1.3,
C07B,V17C,27.9,1.8,
C07B,V17D,34.4,1.9,
C07B,V17E,23.3,1.7,
C07B,V18A,95.3,0.9,
C07B,V18B,4.7,0.9,
C07C,V00T,5.4,0.5,
C07C,V01A,14.4,2.9,
C07C,V01B,17.6,3,
C07C,V01C,35.6,4.9,
C07C,V01D,15.7,3.7,
C07C,V01E,16.7,3.4,
C07C,V01M,7.9,0.1,
C07C,V02A,10.1,2.9,
C07C,V02B,17.4,3.5,
C07C,V02C,34.2,4.7,
C07C,V02D,16.3,4.2,
C07C,V02E,22,4.1,
C07C,V02M,8.1,0.1,
C07C,V03A,14.7,3.2,
C07C,V03B,16.5,3.5,
C07C,V03C,28,4.8,
C07C,V03D,17.8,3.7,
C07C,V03E,23,4.2,
C07C,V03M,8.1,0.1,
C07C,V04A,6,2.4,*
C07C,V04B,29.2,5,
C07C,V04C,50.6,5.8,
C07C,V04D,14.2,3.1,
C07C,V05A,29.1,4.1,
C07C,V05B,42.4,4,
C07C,V05C,24.4,3.9,
C07C,V05D,4.1,1.7,*
C07C,V06A,0.6,0.6,***
C07C,V06B,1.2,1,**
C07C,V06C,10,2.8,
C07C,V06D,41.6,4.8,
C07C,V06E,46.6,4.4,
C07C,V06M,8.3,0.1,
C07C,V07A,59.6,4.7,
C07C,V07B,11.9,2.9,
C07C,V07C,16.2,4.5,
C07C,V07D,10.3,2.8,
C07C,V07E,2,1.2,**
C07C,V07M,2.6,0.3,
C07C,V08A,19.7,4.2,
C07C,V09A,48,4.9,
C07C,V09B,24,4,
C07C,V09C,25,4.7,
C07C,V09D,3,1.6,**
C07C,V10A,3,1.3,*
C07C,V10B,15.5,3.7,
C07C,V10C,52,4.3,
C07C,V10D,29.5,4.2,
C07C,V10M,7.7,0.2,
C07C,V11A,2.9,1.5,**
C07C,V11B,10.4,2.6,
C07C,V11C,40,4.3,
