CACode,VaCode,Estimate,ASE,Flag
C10J,V10M,6.8,0.1,
C10J,V11A,9.9,1.2,
C10J,V11B,19.1,1.6,
C10J,V11C,41.4,2.2,
C10J,V11D,29.6,2,
C10J,V11M,7.3,0.1,
C10J,V12A,16.9,1.7,
C10J,V12B,31.2,2.2,
C10J,V12C,35.7,2.3,
C10J,V12D,16.2,1.5,
C10J,V12M,6.3,0.1,
C10J,V13A,5.1,0.9,
C10J,V13B,12.2,1.6,
C10J,V13C,36.4,2.1,
C10J,V13D,46.3,2.4,
C10J,V13M,8,0.1,
C10J,V14A,35.4,2.1,
C10J,V14B,37.8,2.1,
C10J,V14C,21.8,1.7,
C10J,V14D,5.1,1,
C10J,V14M,4.9,0.1,
C10J,V15A,77.1,1.8,
C10J,V15B,17.8,1.6,
C10J,V15C,5.1,0.9,
C10J,V16A,78.2,1.6,
C10J,V16B,14.6,1.3,
C10J,V16C,7.2,1.1,
C10J,V17A,3.5,0.7,
C10J,V17B,15.7,1.5,
C10J,V17C,27.1,2,
C10J,V17D,31.8,2.4,
C10J,V17E,21.9,2.2,
C10J,V18A,90.7,1.1,
C10J,V18B,9.3,1.1,
C11A,V00T,3.5,0.4,
C11A,V01A,26.7,5.4,
C11A,V01B,18.3,4.1,
C11A,V01C,30,4.8,
C11A,V01D,12.1,3.4,
C11A,V01E,12.8,4.1,*
C11A,V01M,7.4,0.2,
C11A,V02A,18.4,5.2,
C11A,V02B,13.9,3.8,
C11A,V02C,33.1,6,
C11A,V02D,16.4,4.5,
C11A,V02E,18.2,5.2,
C11A,V02M,7.8,0.3,
C11A,V03A,23.1,5.8,
C11A,V03B,19.9,4.5,
C11A,V03C,25.8,5.5,
C11A,V03D,17.1,4.4,
C11A,V03E,14.1,4.9,*
C11A,V03M,7.6,0.2,
C11A,V04A,12.9,4.6,*
C11A,V04B,38.2,5.8,
C11A,V04C,38.5,5.6,
C11A,V04D,10.4,3.6,*
C11A,V05A,18.3,4.3,
C11A,V05B,34,6.3,
C11A,V05C,29.8,5.5,
C11A,V05D,17.8,4.6,
C11A,V06A,2.6,2.4,**
C11A,V06B,3.3,1.9,**
C11A,V06C,18.1,4.4,
C11A,V06D,36.7,6.3,
C11A,V06E,39.3,5.7,
C11A,V06M,7.6,0.2,
C11A,V07A,52.4,5.7,
C11A,V07B,13.4,3.7,
C11A,V07C,20,4.9,
C11A,V07D,11.2,3.4,
C11A,V07E,3.1,2.5,**
C11A,V07M,3,0.3,
C11A,V08A,23.9,5.3,
C11A,V09A,44.6,6.1,
C11A,V09B,26.4,5.5,
C11A,V09C,23.5,5.1,
C11A,V09D,5.6,2.9,**
C11A,V10A,9.8,3.6,*
C11A,V10B,27.2,5.9,
C11A,V10C,47.4,6,
C11A,V10D,15.6,5.2,*
C11A,V10M,6.7,0.2,
C11A,V11A,7.7,2.7,*
C11A,V11B,24.5,5.3,
C11A,V11C,40.7,5.8,
C11A,V11D,27.1,6,
C11A,V11M,7.2,0.2,
C11A,V12A,14.9,3.9,
C11A,V12B,29.8,5.5,
C11A,V12C,37,5.7,
C11A,V12D,18.3,5,
C11A,V12M,6.5,0.3,
C11A,V13A,6.2,3.2,**
C11A,V13B,16.7,4.8,
C11A,V13C,34,5.8,
C11A,V13D,43.1,6.5,
C11A,V13M,7.7,0.3,
C11A,V14A,35.5,5.5,
C11A,V14B,36.5,5.9,
C11A,V14C,24,5.2,
C11A,V14D,4,3.1,**
C11A,V14M,4.9,0.3,
C11A,V15A,67.8,5.2,
C11A,V15B,25.4,4.8,
C11A,V15C,6.8,3,*
C11A,V16A,71.8,5.7,
C11A,V16B,19.2,4.7,
C11A,V16C,9,4.2,*
C11A,V17A,3.9,2.1,**
C11A,V17B,21.2,5.3,
C11A,V17C,28.2,6.1,
C11A,V17D,29.5,5.5,
C11A,V17E,17.2,5.1,
C11A,V18A,94.9,2.5,
C11A,V18B,5.1,2.5,*
C11B,V00T,3.6,0.4,
C11B,V01A,34.8,5.7,
C11B,V01B,21.1,4.9,
C11B,V01C,24.7,5.3,
C11B,V01D,10.5,4,*
C11B,V01E,8.9,3,*
C11B,V01M,7,0.2,
C11B,V02A,24,4.6,
C11B,V02B,21.3,6,
C11B,V02C,27.9,6,
C11B,V02D,10.8,4,*
C11B,V02E,16.1,3.8,
C11B,V02M,7.4,0.2,
C11B,V03A,24.6,4.8,
C11B,V03B,23.8,5.1,
C11B,V03C,29.9,5.3,
C11B,V03D,10,3.4,*
C11B,V03E,11.7,3.9,*
C11B,V03M,7.4,0.2,
C11B,V04A,28.6,5,
C11B,V04B,36.4,5.4,
C11B,V04C,30.1,5.7,
C11B,V04D,4.9,2.2,*
C11B,V05A,17.8,5,
C11B,V05B,31.7,5.6,
C11B,V05C,34.2,5.6,
C11B,V05D,16.4,4,
C11B,V06A,3.9,2.3,**
C11B,V06B,5.6,2.4,*
C11B,V06C,18,4.2,
C11B,V06D,39.6,5.6,
C11B,V06E,32.9,4.7,
C11B,V06M,7.3,0.2,
C11B,V07A,40.7,5.9,
C11B,V07B,18.5,5.1,
C11B,V07C,23.1,5.4,
C11B,V07D,13,3.7,
C11B,V07E,4.7,2.1,*
C11B,V07M,3.5,0.3,
C11B,V08A,28.5,4.8,
C11B,V09A,45.2,6.1,
C11B,V09B,24.6,4.8,
C11B,V09C,21.6,4.2,
C11B,V09D,8.6,3.1,*
C11B,V10A,14.4,4.5,*
C11B,V10B,30.4,6,
C11B,V10C,45.1,6.2,
C11B,V10D,10.1,3.6,*
C11B,V10M,6.3,0.3,
C11B,V11A,9,2.9,*
C11B,V11B,22.1,4.8,
C11B,V11C,43.6,5.9,
C11B,V11D,25.3,5.4,
C11B,V11M,7.1,0.2,
C11B,V12A,16.9,4,
C11B,V12B,31.6,6.1,
C11B,V12C,36.7,5.8,
C11B,V12D,14.8,4.1,
C11B,V12M,6.2,0.3,
C11B,V13A,9.8,3,*
C11B,V13B,13.8,3.8,
C11B,V13C,36.7,5.8,
C11B,V13D,39.7,6,
C11B,V13M,7.5,0.2,
C11B,V14A,41.6,5.9,
C11B,V14B,31.5,5.8,
C11B,V14C,21.3,4.8,
C11B,V14D,5.6,3.1,**
C11B,V14M,4.8,0.3,
C11B,V15A,63.8,5.7,
C11B,V15B,26,5,
C11B,V15C,10.2,3.4,*
C11B,V16A,67.8,5.5,
C11B,V16B,21.3,4.9,
C11B,V16C,10.9,3.2,
C11B,V17A,5.6,2.5,*
C11B,V17B,23.5,4.7,
C11B,V17C,32.9,5.1,
C11B,V17D,26.2,4.8,
C11B,V17E,11.8,3.9,*
C11B,V18A,79.6,5.3,
C11B,V18B,20.4,5.3,
C11C,V00T,2.1,0.3,
C11C,V01A,32.2,5.9,
C11C,V01B,19,5.7,
C11C,V01C,25.1,6.6,
C11C,V01D,11.4,5.6,*
C11C,V01E,12.3,4.4,*
C11C,V01M,7.3,0.2,
C11C,V02A,22.3,6.2,
C11C,V02B,15.3,5.1,*
C11C,V02C,27.7,6.5,
C11C,V02D,15.3,5.1,*
C11C,V02E,19.4,6.7,*
C11C,V02M,7.7,0.3,
C11C,V03A,26.6,6.9,
C11C,V03B,20.9,6.1,
C11C,V03C,28.3,7.5,
C11C,V03D,8.2,3.3,*
C11C,V03E,16,6.2,*
C11C,V03M,7.5,0.3,
C11C,V04A,17.8,5.9,*
C11C,V04B,36.9,6.6,
C11C,V04C,36.2,7.1,
C11C,V04D,9.1,3.4,*
C11C,V05A,14.3,5.3,*
C11C,V05B,30.3,7.1,
C11C,V05C,38,6.9,
C11C,V05D,17.4,6.6,*
C11C,V06A,1.6,1.4,**
C11C,V06B,4.4,3,**
C11C,V06C,15.3,4.8,*
C11C,V06D,40.3,7,
C11C,V06E,38.3,7.6,
C11C,V06M,7.8,0.3,
C11C,V07A,55.5,7.2,
C11C,V07B,9.4,3.8,*
C11C,V07C,21.1,6.1,
C11C,V07D,12.3,4.6,*
C11C,V07E,1.7,1.7,**
C11C,V07M,2.9,0.4,
C11C,V08A,23,5.7,
C11C,V09A,46.3,7.7,
C11C,V09B,22.3,7.2,*
C11C,V09C,24.5,5.5,
C11C,V09D,7,3.8,**
C11C,V10A,13.4,4.9,*
C11C,V10B,26.4,6,
C11C,V10C,44.8,7.4,
C11C,V10D,15.5,6.6,*
C11C,V10M,6.6,0.3,
C11C,V11A,9.8,4,*
C11C,V11B,21.2,5.8,
C11C,V11C,39.4,8.1,
C11C,V11D,29.7,7.3,
C11C,V11M,7.2,0.3,
C11C,V12A,14.1,5.1,*
C11C,V12B,33.1,7.6,
C11C,V12C,37.3,7.8,
C11C,V12D,15.5,5.6,*
C11C,V12M,6.4,0.3,
C11C,V13A,5.3,2.5,*
C11C,V13B,16.2,5.6,*
C11C,V13C,45,7.9,
C11C,V13D,33.5,7.5,
C11C,V13M,7.6,0.2,
C11C,V14A,36.1,7,
C11C,V14B,33.7,7.5,
C11C,V14C,26.1,7.1,
C11C,V14D,4.1,2.7,**
C11C,V14M,4.9,0.4,
C11C,V15A,66.2,6.7,
C11C,V15B,25.3,5.6,
C11C,V15C,8.6,4.2,*
C11C,V16A,69.7,6.4,
C11C,V16B,18.7,5.7,*
C11C,V16C,11.6,5,*
C11C,V17A,5.8,4.5,**
C11C,V17B,21,5.3,
C11C,V17C,34.9,6.3,
C11C,V17D,22.7,6,
C11C,V17E,15.6,5.4,*
C11C,V18A,83.3,4.8,
C11C,V18B,16.7,4.8,
C11D,V00T,9.3,0.6,
C11D,V01A,31.1,3.1,
C11D,V01B,19.6,2.6,
C11D,V01C,26.8,3,
C11D,V01D,11.3,2.2,
C11D,V01E,11.2,2.1,
C11D,V01M,7.2,0.1,
C11D,V02A,21.5,3,
C11D,V02B,17.1,2.9,
C11D,V02C,29.8,3.6,
C11D,V02D,14,2.8,
C11D,V02E,17.7,2.7,
C11D,V02M,7.6,0.1,
C11D,V03A,24.5,3.2,
C11D,V03B,21.6,3.3,
C11D,V03C,28,3.5,
C11D,V03D,12.3,2.3,
C11D,V03E,13.6,3.2,
C11D,V03M,7.5,0.1,
C11D,V04A,20.1,3,
C11D,V04B,37.2,3.2,
C11D,V04C,34.7,3.2,
C11D,V04D,7.9,1.7,
C11D,V05A,17.2,2.9,
C11D,V05B,32.2,3.6,
C11D,V05C,33.4,3.1,
C11D,V05D,17.2,2.7,
C11D,V06A,2.9,1.2,*
C11D,V06B,4.4,1.3,
C11D,V06C,17.4,2.6,
C11D,V06D,38.7,3.7,
C11D,V06E,36.6,3.4,
C11D,V06M,7.5,0.1,
C11D,V07A,48.6,3.9,
C11D,V07B,14.5,2.4,
C11D,V07C,21.5,3.2,
C11D,V07D,12.1,2.1,
C11D,V07E,3.4,1.2,*
C11D,V07M,3.2,0.2,
C11D,V08A,25.5,2.9,
C11D,V09A,45.2,3.8,
C11D,V09B,24.7,2.9,
C11D,V09C,23,2.9,
C11D,V09D,7.1,1.9,
C11D,V10A,12.4,2.5,
C11D,V10B,28.3,3.3,
C11D,V10C,45.9,4.1,
C11D,V10D,13.4,3.1,
C11D,V10M,6.5,0.2,
C11D,V11A,8.7,1.8,
C11D,V11B,22.8,3.1,
C11D,V11C,41.5,3.3,
C11D,V11D,27,3.7,
C11D,V11M,7.2,0.1,
C11D,V12A,15.5,2.4,
C11D,V12B,31.2,3.8,
C11D,V12C,37,3.7,
C11D,V12D,16.3,3.1,
C11D,V12M,6.3,0.2,
C11D,V13A,7.4,1.7,
C11D,V13B,15.5,2.4,
C11D,V13C,37.6,3.8,
C11D,V13D,39.6,4.2,
C11D,V13M,7.6,0.2,
C11D,V14A,38,3.6,
C11D,V14B,34,3.3,
C11D,V14C,23.4,3.1,
C11D,V14D,4.6,1.7,*
C11D,V14M,4.9,0.2,
C11D,V15A,65.9,3.2,
C11D,V15B,25.6,2.8,
C11D,V15C,8.6,1.9,
C11D,V16A,69.8,3.3,
C11D,V16B,19.9,2.8,
C11D,V16C,10.3,2.4,
C11D,V17A,5,1.4,
C11D,V17B,22,2.8,
C11D,V17C,31.6,3.4,
C11D,V17D,26.7,2.9,
C11D,V17E,14.7,2.5,
C11D,V18A,86.3,2.7,
C11D,V18B,13.7,2.7,
C12A,V00T,79.7,1,
C12A,V01A,13.4,1,
C12A,V01B,19.6,1.1,
C12A,V01C,35.5,1.3,
C12A,V01D,16.6,1.1,
C12A,V01E,14.9,1,
C12A,V01M,7.9,0,
C12A,V02A,9.8,0.9,
C12A,V02B,17.1,1.1,
C12A,V02C,33.2,1.2,
C12A,V02D,19.1,1.1,
C12A,V02E,20.9,1.2,
C12A,V02M,8.2,0,
C12A,V03A,15.6,1.1,
C12A,V03B,22.5,1.2,
C12A,V03C,33.4,1.4,
C12A,V03D,15.4,1,
C12A,V03E,13.1,0.9,
C12A,V03M,7.8,0,
C12A,V04A,4.6,0.7,
C12A,V04B,23.3,1.3,
C12A,V04C,47.8,1.5,
C12A,V04D,24.3,1.4,
C12A,V05A,19.7,1.3,
C12A,V05B,41.7,1.4,
C12A,V05C,29,1.4,
C12A,V05D,9.6,0.8,
C12A,V06A,1.6,0.4,
C12A,V06B,3.4,0.6,
C12A,V06C,12.6,0.9,
C12A,V06D,41.8,1.3,
C12A,V06E,40.6,1.3,
C12A,V06M,7.9,0.1,
C12A,V07A,61.2,1.4,
C12A,V07B,12.7,1,
C12A,V07C,14.1,1,
C12A,V07D,9.4,0.9,
C12A,V07E,2.6,0.4,
C12A,V07M,2.5,0.1,
C12A,V08A,19.4,1,
C12A,V09A,56.2,1.4,
C12A,V09B,24.9,1.2,
C12A,V09C,15.9,1.1,
C12A,V09D,3,0.5,
C12A,V10A,6.6,0.7,
C12A,V10B,26.2,1.2,
C12A,V10C,55.1,1.5,
C12A,V10D,12.1,1,
C12A,V10M,6.9,0,
C12A,V11A,7.4,0.7,
C12A,V11B,19.6,1.2,
C12A,V11C,46.7,1.6,
C12A,V11D,26.3,1.4,
C12A,V11M,7.3,0.1,
C12A,V12A,15.4,1,
C12A,V12B,32.4,1.3,
C12A,V12C,38.6,1.4,
C12A,V12D,13.5,1,
C12A,V12M,6.4,0.1,
C12A,V13A,4.8,0.7,
C12A,V13B,11.4,0.8,
C12A,V13C,41.5,1.7,
C12A,V13D,42.3,1.6,
C12A,V13M,7.9,0.1,
C12A,V14A,40,1.6,
C12A,V14B,36.2,1.4,
C12A,V14C,19.8,1.3,
C12A,V14D,4,0.6,
C12A,V14M,4.8,0.1,
C12A,V15A,70,1.5,
C12A,V15B,25.8,1.4,
C12A,V15C,4.2,0.6,
C12A,V16A,76.4,1.4,
C12A,V16B,18.1,1.2,
C12A,V16C,5.5,0.7,
C12A,V17A,1.5,0.3,
C12A,V17B,8.9,0.8,
C12A,V17C,23.7,1.1,
C12A,V17D,37.7,1.4,
C12A,V17E,28.2,1.4,
C12A,V18A,96.9,0.6,
C12A,V18B,3.1,0.6,
C12B,V00T,6.8,0.7,
C12B,V01A,13.1,3.2,
C12B,V01B,15,3,
C12B,V01C,39,4.1,
C12B,V01D,17,3.3,
C12B,V01E,15.9,2.9,
C12B,V01M,7.9,0.1,
C12B,V02A,7.9,2.5,*
C12B,V02B,13.8,3.3,
C12B,V02C,31.1,4.1,
C12B,V02D,21.7,3.9,
C12B,V02E,25.6,4,
C12B,V02M,8.4,0.1,
C12B,V03A,14.4,3.4,
C12B,V03B,16.9,3.4,
C12B,V03C,36.5,5.1,
C12B,V03D,19.6,4,
C12B,V03E,12.7,3.1,
C12B,V03M,7.9,0.1,
C12B,V04A,3,1.6,**
C12B,V04B,13.9,3.5,
C12B,V04C,48.3,4.9,
C12B,V04D,34.8,4.4,
C12B,V05A,21,4.1,
C12B,V05B,44.2,4.9,
C12B,V05C,25.6,4.1,
C12B,V05D,9.2,2.3,
C12B,V06A,2.6,2,**
C12B,V06B,4.2,1.9,*
C12B,V06C,12.1,3,
C12B,V06D,46,4.5,
C12B,V06E,35.1,4.2,
C12B,V06M,7.7,0.2,
C12B,V07A,59.1,3.8,
C12B,V07B,13,3.3,
C12B,V07C,12.1,2.7,
C12B,V07D,11.7,2.8,
C12B,V07E,4.1,1.9,*
C12B,V07M,2.7,0.2,
C12B,V08A,17.2,3.5,
C12B,V09A,75.9,4.2,
C12B,V09B,14.7,3.2,
C12B,V09C,7.8,2.3,
C12B,V09D,1.5,1.2,**
C12B,V10A,7.1,2.8,*
C12B,V10B,23.8,4.2,
C12B,V10C,58.9,5.1,
C12B,V10D,10.2,3.1,*
C12B,V10M,6.9,0.2,
C12B,V11A,12.1,3.1,
C12B,V11B,24.6,4,
C12B,V11C,48.6,4.8,
C12B,V11D,14.7,3.8,
C12B,V11M,6.8,0.2,
C12B,V12A,28.2,4.7,
C12B,V12B,34.1,4.7,
C12B,V12C,29.5,4.2,
C12B,V12D,8.2,2.9,*
C12B,V12M,5.5,0.2,
C12B,V13A,6,2.3,*
C12B,V13B,12.3,3.2,
C12B,V13C,38,4.9,
C12B,V13D,43.7,4.6,
C12B,V13M,7.9,0.2,
C12B,V14A,48.8,5.3,
C12B,V14B,32.8,4.6,
C12B,V14C,16.3,3,
C12B,V14D,2.2,1.2,**
C12B,V14M,4.2,0.2,
C12B,V15A,83.9,3.2,
C12B,V15B,13.6,2.9,
C12B,V15C,2.5,1.4,**
C12B,V16A,90.1,2.4,
C12B,V16B,7.9,2.1,
C12B,V16C,2,1.1,**
C12B,V17A,,,S
C12B,V17B,4.3,1.8,*
C12B,V17C,13.7,3.1,
C12B,V17D,37.9,4.3,
C12B,V17E,44,4.4,
C12B,V18A,99.6,0.6,
C12B,V18B,,,S
C12C,V00T,12.7,0.8,
C12C,V01A,16,2.2,
C12C,V01B,17.3,2.4,
C12C,V01C,36,3.9,
C12C,V01D,15.7,2.6,
C12C,V01E,15,2.7,
C12C,V01M,7.8,0.1,
C12C,V02A,9.7,1.9,
C12C,V02B,16.5,2.4,
C12C,V02C,33.5,3.1,
C12C,V02D,19.4,2.6,
C12C,V02E,20.9,3.2,
C12C,V02M,8.2,0.1,
C12C,V03A,17.5,2.2,
C12C,V03B,22.7,2.9,
C12C,V03C,32.7,3.1,
C12C,V03D,15,2.5,
C12C,V03E,12.2,2.6,
C12C,V03M,7.7,0.1,
C12C,V04A,4.8,1.3,
C12C,V04B,21.2,3.1,
C12C,V04C,47.1,3.1,
C12C,V04D,26.8,2.9,
C12C,V05A,19.7,2.9,
C12C,V05B,41.5,3.9,
C12C,V05C,27.2,3.6,
C12C,V05D,11.5,2.6,
C12C,V06A,1.6,0.8,*
C12C,V06B,3.6,1.2,*
C12C,V06C,14.5,2.2,
C12C,V06D,41.8,3.1,
C12C,V06E,38.5,3.2,
C12C,V06M,7.8,0.1,
C12C,V07A,59.6,3.8,
C12C,V07B,13.8,2.3,
C12C,V07C,13.8,2.7,
C12C,V07D,10.3,2.5,
C12C,V07E,2.6,1,*
C12C,V07M,2.6,0.2,
C12C,V08A,16.7,2.8,
C12C,V09A,60.8,3.5,
C12C,V09B,23.9,2.8,
C12C,V09C,13.1,2.1,
C12C,V09D,2.2,0.8,*
C12C,V10A,5.6,1.5,
C12C,V10B,25.7,2.8,
C12C,V10C,57.3,2.9,
C12C,V10D,11.4,2.3,
C12C,V10M,6.9,0.1,
C12C,V11A,10.2,2,
C12C,V11B,22.2,3.1,
C12C,V11C,48.5,3.5,
C12C,V11D,19.2,3,
C12C,V11M,7,0.1,
C12C,V12A,23.2,3,
C12C,V12B,32.6,3.3,
C12C,V12C,35.1,3.5,
C12C,V12D,9.1,1.6,
C12C,V12M,5.9,0.2,
C12C,V13A,4,1.4,*
C12C,V13B,13.4,2.3,
C12C,V13C,44.5,3.3,
C12C,V13D,38.2,3.3,
C12C,V13M,7.8,0.1,
C12C,V14A,43.5,3.6,
C12C,V14B,34.1,2.8,
C12C,V14C,20.1,3.1,
C12C,V14D,2.3,0.8,*
C12C,V14M,4.6,0.2,
C12C,V15A,77.8,3,
C12C,V15B,20,2.9,
C12C,V15C,2.2,1,*
C12C,V16A,81.9,2.5,
C12C,V16B,14.3,2.2,
C12C,V16C,3.8,1.5,*
C12C,V17A,1.2,0.7,**
C12C,V17B,8.2,2.1,
C12C,V17C,21.6,2.8,
C12C,V17D,36.3,3.4,
C12C,V17E,32.7,3.5,
C12C,V18A,97.8,1.1,
C12C,V18B,2.2,1.1,*
C13A,V00T,6,0.6,
C13A,V01A,26.2,4.9,
C13A,V01B,18.9,3.6,
C13A,V01C,27.5,5,
C13A,V01D,15.4,4.8,*
C13A,V01E,11.9,3.1,
C13A,V01M,7.4,0.2,
C13A,V02A,16.5,3.9,
C13A,V02B,17.9,4.2,
C13A,V02C,30.2,5,
C13A,V02D,15.7,5,*
C13A,V02E,19.7,3.8,
C13A,V02M,7.8,0.2,
C13A,V03A,23.8,4.2,
C13A,V03B,19.7,4.2,
C13A,V03C,26.6,4.9,
C13A,V03D,15.3,4.3,
C13A,V03E,14.6,4.9,*
C13A,V03M,7.5,0.2,
C13A,V04A,10.7,3.4,*
C13A,V04B,32,4.7,
C13A,V04C,42,5,
C13A,V04D,15.4,4.1,
C13A,V05A,19.3,4.4,
C13A,V05B,34,4.9,
C13A,V05C,30.6,5.1,
C13A,V05D,16.1,4.2,
C13A,V06A,3.3,1.7,**
C13A,V06B,6.6,2.3,*
C13A,V06C,13.7,3.6,
C13A,V06D,44.4,5.9,
C13A,V06E,32,4.7,
C13A,V06M,7.4,0.2,
C13A,V07A,50.7,5.6,
C13A,V07B,15.8,4.1,
C13A,V07C,15.8,3.8,
C13A,V07D,13.2,3,
C13A,V07E,4.4,2.2,*
C13A,V07M,3.1,0.3,
C13A,V08A,25.1,4.6,
C13A,V09A,56.5,5.6,
C13A,V09B,22.8,4.2,
C13A,V09C,16.1,3.8,
C13A,V09D,4.7,2.3,*
C13A,V10A,10.3,3.2,*
C13A,V10B,25.5,5.3,
C13A,V10C,51.7,5.7,
C13A,V10D,12.5,3.4,
C13A,V10M,6.7,0.2,
C13A,V11A,12.7,3.1,
C13A,V11B,21.6,4.6,
C13A,V11C,42.3,5.2,
C13A,V11D,23.4,4.8,
C13A,V11M,6.9,0.2,
C13A,V12A,23.7,4.6,
C13A,V12B,31.4,4.9,
C13A,V12C,34.2,4.8,
C13A,V12D,10.6,3.9,*
C13A,V12M,5.9,0.3,
C13A,V13A,4.7,2.1,*
C13A,V13B,14.6,3.3,
C13A,V13C,40.2,5.6,
C13A,V13D,40.5,5.9,
C13A,V13M,7.8,0.2,
C13A,V14A,45.5,5.7,
C13A,V14B,34.3,4.9,
C13A,V14C,16.5,3.6,
C13A,V14D,3.7,2.3,**
C13A,V14M,4.5,0.3,
C13A,V15A,65.6,4.2,
C13A,V15B,26.7,4.1,
C13A,V15C,7.6,2.7,*
C13A,V16A,68.9,4.8,
C13A,V16B,21,4.5,
C13A,V16C,10.1,3.5,*
C13A,V17A,3.1,1.6,**
C13A,V17B,15.5,4.2,
C13A,V17C,27.1,4.6,
C13A,V17D,34,5.5,
C13A,V17E,20.4,4,
C13A,V18A,95.6,2.4,
C13A,V18B,4.4,2.4,**
C13B,V00T,16.3,1,
C13B,V01A,18.7,2.5,
C13B,V01B,23.3,2.4,
C13B,V01C,33.8,2.8,
C13B,V01D,12.2,2.1,
C13B,V01E,12,2.2,
C13B,V01M,7.6,0.1,
C13B,V02A,12.3,2.1,
C13B,V02B,20.5,2.4,
C13B,V02C,36.2,2.4,
C13B,V02D,14.8,2.7,
C13B,V02E,16.2,2.5,
C13B,V02M,7.9,0.1,
C13B,V03A,21.2,2.2,
C13B,V03B,24.7,3.1,
C13B,V03C,30.5,3.1,
C13B,V03D,11.4,2.1,
C13B,V03E,12.1,2.7,
C13B,V03M,7.5,0.1,
C13B,V04A,6,1.8,*
C13B,V04B,29,2.8,
C13B,V04C,47,3.1,
C13B,V04D,18,2.4,
C13B,V05A,18,2.4,
C13B,V05B,40.6,3.2,
C13B,V05C,28.4,2.8,
C13B,V05D,13,2,
C13B,V06A,1.9,0.9,*
C13B,V06B,4.8,1.4,*
C13B,V06C,16.5,2.4,
C13B,V06D,44.6,3,
C13B,V06E,32.2,3.1,
C13B,V06M,7.6,0.1,
C13B,V07A,54,3.1,
C13B,V07B,15.4,2.2,
C13B,V07C,16.7,2.7,
C13B,V07D,10.9,1.8,
C13B,V07E,3,1,*
C13B,V07M,2.8,0.2,
C13B,V08A,22.9,2.4,
C13B,V09A,52.9,2.7,
C13B,V09B,25.8,2.4,
C13B,V09C,18.1,2.3,
C13B,V09D,3.3,1.2,*
C13B,V10A,7.9,1.6,
C13B,V10B,27.1,3,
C13B,V10C,53.3,3.6,
C13B,V10D,11.7,2.3,
C13B,V10M,6.7,0.1,
C13B,V11A,9.7,1.5,
C13B,V11B,21.8,2.6,
C13B,V11C,45.9,3.3,
C13B,V11D,22.7,3.2,
C13B,V11M,7.1,0.1,
C13B,V12A,18.8,2.4,
C13B,V12B,32.2,3.4,
C13B,V12C,37.4,3.2,
C13B,V12D,11.6,2.2,
C13B,V12M,6.1,0.1,
C13B,V13A,5.2,1.3,
C13B,V13B,13.9,2.2,
C13B,V13C,43.4,3.5,
C13B,V13D,37.5,3.1,
C13B,V13M,7.7,0.1,
C13B,V14A,42.6,3.6,
C13B,V14B,35.2,3.1,
C13B,V14C,17.9,2.2,
C13B,V14D,4.3,1.4,*
C13B,V14M,4.6,0.2,
C13B,V15A,69.7,3.1,
C13B,V15B,25.8,3,
C13B,V15C,4.4,1.3,
C13B,V16A,75.6,3,
C13B,V16B,18.8,2.6,
C13B,V16C,5.6,1.4,
C13B,V17A,1.8,0.7,*
C13B,V17B,10.5,2,
C13B,V17C,27.8,2.2,
C13B,V17D,36.6,2.8,
C13B,V17E,23.3,2.3,
C13B,V18A,95.6,1.3,
C13B,V18B,4.4,1.3,
C13C,V00T,37,1.3,
C13C,V01A,12.1,1.3,
C13C,V01B,20.9,1.6,
C13C,V01C,38.8,1.9,
C13C,V01D,16,1.4,
C13C,V01E,12.2,1.4,
C13C,V01M,7.9,0.1,
C13C,V02A,9,1.2,
C13C,V02B,18.3,1.6,
C13C,V02C,35.4,1.8,
C13C,V02D,19.3,1.8,
C13C,V02E,18.1,1.6,
C13C,V02M,8.1,0.1,
C13C,V03A,15.5,1.6,
C13C,V03B,23.5,2,
C13C,V03C,36,2.1,
C13C,V03D,14.6,1.5,
C13C,V03E,10.5,1.3,
C13C,V03M,7.7,0.1,
C13C,V04A,3.5,0.8,
C13C,V04B,22.4,1.9,
C13C,V04C,49,2.5,
C13C,V04D,25.1,2.3,
C13C,V05A,18.2,1.6,
C13C,V05B,43.3,2.2,
C13C,V05C,29.8,1.9,
C13C,V05D,8.7,1.1,
C13C,V06A,1.2,0.5,*
C13C,V06B,3.4,0.8,
C13C,V06C,12.6,1.4,
C13C,V06D,46.3,1.9,
C13C,V06E,36.5,1.7,
C13C,V06M,7.8,0.1,
C13C,V07A,60.8,1.8,
C13C,V07B,13.5,1.4,
C13C,V07C,13.7,1.4,
C13C,V07D,9.7,1.3,
C13C,V07E,2.2,0.6,
C13C,V07M,2.5,0.1,
C13C,V08A,17.7,1.7,
C13C,V09A,57.4,2.1,
C13C,V09B,25.9,1.9,
C13C,V09C,14.4,1.6,
C13C,V09D,2.3,0.6,
C13C,V10A,5.6,1,
C13C,V10B,25.4,1.7,
C13C,V10C,57.8,2,
C13C,V10D,11.2,1.5,
C13C,V10M,6.9,0.1,
C13C,V11A,7.2,1.1,
C13C,V11B,19.9,1.6,
C13C,V11C,49.8,2.2,
C13C,V11D,23,1.7,
C13C,V11M,7.2,0.1,
C13C,V12A,16.7,1.7,
C13C,V12B,34.2,2.1,
C13C,V12C,37.4,2.3,
C13C,V12D,11.6,1.4,
C13C,V12M,6.2,0.1,
C13C,V13A,4.8,0.9,
C13C,V13B,11,1.4,
C13C,V13C,44,2.3,
